Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
LPS(16:0),498.2754,313.2754,PS,498.2754 -> 313.2754,LMGP03050002,PS(16:0/0:0)
LPS(16:1),496.2597,311.2597,PS,496.2597 -> 311.2597,LMGP03050010,PS(16:1(9Z)/0:0)
LPS(17:0),512.291,327.291,PS,512.291 -> 327.291,LMGP03050030,PS(17:0/0:0)
LPS(17:1),510.2754,325.2754,PS,510.2754 -> 325.2754,LMGP03050033,PS(17:1(9Z)/0:0)
LPS(17:2),508.2597,323.2597,PS,508.2597 -> 323.2597,LMGP03050016,"PS(17:2(9Z,12Z)/0:0)"
LPS(18:0),526.3067,341.3067,PS,526.3067 -> 341.3067,LMGP03050006,PS(18:0/0:0)
LPS(18:1),524.291,339.291,PS,524.291 -> 339.291,LMGP03050001,PS(18:1(9Z)/0:0)
LPS(18:2),522.2754,337.2754,PS,522.2754 -> 337.2754,LMGP03050011,"PS(18:2(9Z,12Z)/0:0)"
LPS(18:3),520.2597,335.2597,PS,520.2597 -> 335.2597,"LMGP03050017, LMGP03050029","PS(18:3(6Z,9Z,12Z)/0:0), PS(18:3(9Z,12Z,15Z)/0:0)"
LPS(18:4),518.2441,333.2441,PS,518.2441 -> 333.2441,LMGP03050018,"PS(18:4(6Z,9Z,12Z,15Z)/0:0)"
LPS(19:0),540.3223,355.3223,PS,540.3223 -> 355.3223,LMGP03050028,PS(19:0/0:0)
LPS(19:1),538.3067,353.3067,PS,538.3067 -> 353.3067,LMGP03050019,PS(19:1(9Z)/0:0)
LPS(20:0),554.338,369.338,PS,554.338 -> 369.338,LMGP03050012,PS(20:0/0:0)
LPS(20:1),552.3223,367.3223,PS,552.3223 -> 367.3223,LMGP03050020,PS(20:1(11Z)/0:0)
LPS(20:2),550.3067,365.3067,PS,550.3067 -> 365.3067,LMGP03050021,"PS(20:2(11Z,14Z)/0:0)"
LPS(20:3),548.291,363.291,PS,548.291 -> 363.291,LMGP03050022,"PS(20:3(8Z,11Z,14Z)/0:0)"
LPS(20:4),546.2754,361.2754,PS,546.2754 -> 361.2754,LMGP03050007,"PS(20:4(5Z,8Z,11Z,14Z)/0:0)"
LPS(20:5),544.2597,359.2597,PS,544.2597 -> 359.2597,LMGP03050027,"PS(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
LPS(21:0),568.3536,383.3536,PS,568.3536 -> 383.3536,LMGP03050026,PS(21:0/0:0)
LPS(22:0,582.3693,397.3693,PS,582.3693 -> 397.3693,Not Found,Not Found
LPS(22:1),580.3536,395.3536,PS,580.3536 -> 395.3536,LMGP03050023,PS(22:1(11Z)/0:0)
LPS(22:2),578.338,393.338,PS,578.338 -> 393.338,LMGP03050024,"PS(22:2(13Z,16Z)/0:0)"
LPS(22:4),574.3067,389.3067,PS,574.3067 -> 389.3067,LMGP03050014,"PS(22:4(7Z,10Z,13Z,16Z)/0:0)"
LPS(22:6),570.2754,385.2754,PS,570.2754 -> 385.2754,LMGP03050013,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
PS(12:0),442.2202,257.2202,PS,442.2202 -> 257.2202,LMGP03010020,PS(6:0/6:0)
PS(12:0),456.1994,271.1994,PS,456.1994 -> 271.1994,LMGP03010020,PS(6:0/6:0)
PS(14:0),470.2515,285.2515,PS,470.2515 -> 285.2515,Not Found,Not Found
PS(14:1),468.2358,283.2358,PS,468.2358 -> 283.2358,Not Found,Not Found
PS(16:0),498.2828,313.2828,PS,498.2828 -> 313.2828,LMGP03010021,PS(8:0/8:0)
PS(16:1),496.2671,311.2671,PS,496.2671 -> 311.2671,Not Found,Not Found
PS(18:0),526.3141,341.3141,PS,526.3141 -> 341.3141,Not Found,Not Found
PS(18:1),524.2984,339.2984,PS,524.2984 -> 339.2984,Not Found,Not Found
PS(18:2),522.2828,337.2828,PS,522.2828 -> 337.2828,Not Found,Not Found
PS(18:3),520.2671,335.2671,PS,520.2671 -> 335.2671,Not Found,Not Found
PS(18:4),518.2515,333.2515,PS,518.2515 -> 333.2515,Not Found,Not Found
PS(20:0),554.3454,369.3454,PS,554.3454 -> 369.3454,LMGP03010022,PS(10:0/10:0)
PS(20:1),552.3297,367.3297,PS,552.3297 -> 367.3297,Not Found,Not Found
PS(20:2),550.3141,365.3141,PS,550.3141 -> 365.3141,Not Found,Not Found
PS(20:3),548.2984,363.2984,PS,548.2984 -> 363.2984,Not Found,Not Found
PS(20:4),546.2828,361.2828,PS,546.2828 -> 361.2828,Not Found,Not Found
PS(20:5),544.2671,359.2671,PS,544.2671 -> 359.2671,Not Found,Not Found
PS(22:0),582.3767,397.3767,PS,582.3767 -> 397.3767,Not Found,Not Found
PS(22:1),580.361,395.361,PS,580.361 -> 395.361,Not Found,Not Found
PS(22:2),578.3454,393.3454,PS,578.3454 -> 393.3454,Not Found,Not Found
PS(22:4),574.3141,389.3141,PS,574.3141 -> 389.3141,Not Found,Not Found
PS(22:6),570.2828,385.2828,PS,570.2828 -> 385.2828,Not Found,Not Found
PS(22:7),568.3246,383.3246,PS,568.3246 -> 383.3246,Not Found,Not Found
PS(24:0),624.3872,439.3872,PS,624.3872 -> 439.3872,LMGP03010027,PS(12:0/12:0)
PS(26:0),652.4185,467.4185,PS,652.4185 -> 467.4185,"LMGP03010931, LMGP03010971, LMGP03010972","PS(14:0/12:0), PS(13:0/13:0), PS(12:0/14:0)"
PS(26:1),650.4029,465.4029,PS,650.4029 -> 465.4029,"LMGP03010109, LMGP03010046","PS(14:1(9Z)/12:0), PS(12:0/14:1(9Z))"
PS(28:0),680.4498,495.4498,PS,680.4498 -> 495.4498,"LMGP03010028, LMGP03010942, LMGP03010936, LMGP03010981, LMGP03010918","PS(14:0/14:0), PS(12:0/16:0), PS(13:0/15:0), PS(16:0/12:0), PS(15:0/13:0)"
PS(28:1),678.4342,493.4342,PS,678.4342 -> 493.4342,"LMGP03010094, LMGP03010162, LMGP03010111, LMGP03010201, LMGP03010049, LMGP03010071","PS(14:0/14:1(9Z)), PS(15:1(9Z)/13:0), PS(14:1(9Z)/14:0), PS(16:1(9Z)/12:0), PS(12:0/16:1(9Z)), PS(13:0/15:1(9Z))"
PS(28:2),676.4185,491.4185,PS,676.4185 -> 491.4185,LMGP03010919,PS(14:1(9Z)/14:1(9Z))
PS(30:0),708.4811,523.4811,PS,708.4811 -> 523.4811,"LMGP03010897, LMGP03010970, LMGP03010983, LMGP03010935, LMGP03010941, LMGP03010889, LMGP03010982","PS(17:0/13:0), PS(16:0/14:0), PS(14:0/16:0), PS(13:0/17:0), PS(12:0/18:0), PS(18:0/12:0), PS(15:0/15:0)"
PS(30:1),706.4655,521.4655,PS,706.4655 -> 521.4655,"LMGP03010165, LMGP03010142, LMGP03010203, LMGP03010114, LMGP03010249, LMGP03010322, LMGP03010940, LMGP03010074, LMGP03010193, LMGP03010929","PS(15:1(9Z)/15:0), PS(15:0/15:1(9Z)), PS(16:1(9Z)/14:0), PS(14:1(9Z)/16:0), PS(17:1(9Z)/13:0), PS(18:1(9Z)/12:0), PS(12:0/18:1(9Z)), PS(13:0/17:1(9Z)), PS(16:0/14:1(9Z)), PS(14:0/16:1(9Z))"
PS(30:2),704.4498,519.4498,PS,704.4498 -> 519.4498,"LMGP03010204, LMGP03010166, LMGP03010115, LMGP03010075, LMGP03010340, LMGP03010053, LMGP03010279","PS(16:1(9Z)/14:1(9Z)), PS(15:1(9Z)/15:1(9Z)), PS(14:1(9Z)/16:1(9Z)), PS(13:0/17:2(9Z,12Z)), PS(18:2(9Z,12Z)/12:0), PS(12:0/18:2(9Z,12Z)), PS(17:2(9Z,12Z)/13:0)"
PS(30:3),702.4342,517.4342,PS,702.4342 -> 517.4342,"LMGP03010366, LMGP03010055, LMGP03010397, LMGP03010054","PS(18:3(6Z,9Z,12Z)/12:0), PS(12:0/18:3(9Z,12Z,15Z)), PS(18:3(9Z,12Z,15Z)/12:0), PS(12:0/18:3(6Z,9Z,12Z))"
PS(30:4),700.4185,515.4185,PS,700.4185 -> 515.4185,"LMGP03010425, LMGP03010056","PS(18:4(6Z,9Z,12Z,15Z)/12:0), PS(12:0/18:4(6Z,9Z,12Z,15Z))"
PS(32:0),736.5124,551.5124,PS,736.5124 -> 551.5124,"LMGP03010029, LMGP03010934, LMGP03010939, LMGP03010915, LMGP03010980, LMGP03010867, LMGP03010928, LMGP03010872, LMGP03010896","PS(16:0/16:0), PS(13:0/19:0), PS(12:0/20:0), PS(15:0/17:0), PS(18:0/14:0), PS(20:0/12:0), PS(14:0/18:0), PS(19:0/13:0), PS(17:0/15:0)"
PS(32:1),734.4968,549.4968,PS,734.4968 -> 549.4968,"LMGP03010143, LMGP03010207, LMGP03010977, LMGP03010909, LMGP03010169, LMGP03010119, LMGP03010309, LMGP03010252, LMGP03010228, LMGP03010481, LMGP03010882, LMGP03010059, LMGP03010082, LMGP03010528","PS(15:0/17:1(9Z)), PS(16:1(9Z)/16:0), PS(14:0/18:1(9Z)), PS(16:0/16:1(9Z)), PS(15:1(9Z)/17:0), PS(14:1(9Z)/18:0), PS(18:0/14:1(9Z)), PS(17:1(9Z)/15:0), PS(17:0/15:1(9Z)), PS(19:1(9Z)/13:0), PS(18:1(9Z)/14:0), PS(12:0/20:1(11Z)), PS(13:0/19:1(9Z)), PS(20:1(11Z)/12:0)"
PS(32:2),732.4811,547.4811,PS,732.4811 -> 547.4811,"LMGP03010144, LMGP03010282, LMGP03010253, LMGP03010927, LMGP03010342, LMGP03010964, LMGP03010324, LMGP03010170, LMGP03010120, LMGP03010060, LMGP03010558","PS(15:0/17:2(9Z,12Z)), PS(17:2(9Z,12Z)/15:0), PS(17:1(9Z)/15:1(9Z)), PS(14:0/18:2(9Z,12Z)), PS(18:2(9Z,12Z)/14:0), PS(16:1(9Z)/16:1(9Z)), PS(18:1(9Z)/14:1(9Z)), PS(15:1(9Z)/17:1(9Z)), PS(14:1(9Z)/18:1(9Z)), PS(12:0/20:2(11Z,14Z)), PS(20:2(11Z,14Z)/12:0)"
PS(32:3),730.4655,545.4655,PS,730.4655 -> 545.4655,"LMGP03010589, LMGP03010343, LMGP03010099, LMGP03010399, LMGP03010368, LMGP03010926, LMGP03010283, LMGP03010121, LMGP03010171, LMGP03010061","PS(20:3(8Z,11Z,14Z)/12:0), PS(18:2(9Z,12Z)/14:1(9Z)), PS(14:0/18:3(6Z,9Z,12Z)), PS(18:3(9Z,12Z,15Z)/14:0), PS(18:3(6Z,9Z,12Z)/14:0), PS(14:0/18:3(9Z,12Z,15Z)), PS(17:2(9Z,12Z)/15:1(9Z)), PS(14:1(9Z)/18:2(9Z,12Z)), PS(15:1(9Z)/17:2(9Z,12Z)), PS(12:0/20:3(8Z,11Z,14Z))"
PS(32:4),728.4498,543.4498,PS,728.4498 -> 543.4498,"LMGP03010400, LMGP03010427, LMGP03010123, LMGP03010369, LMGP03010062, LMGP03010122, LMGP03010925, LMGP03010620","PS(18:3(9Z,12Z,15Z)/14:1(9Z)), PS(18:4(6Z,9Z,12Z,15Z)/14:0), PS(14:1(9Z)/18:3(9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/14:1(9Z)), PS(12:0/20:4(5Z,8Z,11Z,14Z)), PS(14:1(9Z)/18:3(6Z,9Z,12Z)), PS(14:0/18:4(6Z,9Z,12Z,15Z)), PS(20:4(5Z,8Z,11Z,14Z)/12:0)"
PS(32:5),726.4342,541.4342,PS,726.4342 -> 541.4342,"LMGP03010063, LMGP03010124, LMGP03010428, LMGP03010648","PS(12:0/20:5(5Z,8Z,11Z,14Z,17Z)), PS(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PS(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)), PS(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)"
PS(34:0),764.5437,579.5437,PS,764.5437 -> 579.5437,"LMGP03010906, LMGP03010924, LMGP03010912, LMGP03010865, LMGP03010895, LMGP03010888, LMGP03010932, LMGP03010938, LMGP03010850, LMGP03010854, LMGP03010870","PS(16:0/18:0), PS(14:0/20:0), PS(15:0/19:0), PS(20:0/14:0), PS(17:0/17:0), PS(18:0/16:0), PS(13:0/21:0), PS(12:0/22:0), PS(22:0/12:0), PS(21:0/13:0), PS(19:0/15:0)"
PS(34:1),762.5281,577.5281,PS,762.5281 -> 577.5281,"LMGP03010231, LMGP03010178, LMGP03010887, LMGP03010127, LMGP03010484, LMGP03010211, LMGP03010511, LMGP03010149, LMGP03010457, LMGP03010725, LMGP03010256, LMGP03010024, LMGP03010007, LMGP03010065, LMGP03010102, LMGP03010530, LMGP03010959","PS(17:0/17:1(9Z)), PS(15:1(9Z)/19:0), PS(18:0/16:1(9Z)), PS(14:1(9Z)/20:0), PS(19:1(9Z)/15:0), PS(16:1(9Z)/18:0), PS(20:0/14:1(9Z)), PS(15:0/19:1(9Z)), PS(19:0/15:1(9Z)), PS(22:1(11Z)/12:0), PS(17:1(9Z)/17:0), PS(16:0/18:1(9Z)), PS(16:0/18:1(11Z)), PS(12:0/22:1(11Z)), PS(14:0/20:1(11Z)), PS(20:1(11Z)/14:0), PS(18:1(9Z)/16:0)"
PS(34:2),760.5124,575.5124,PS,760.5124 -> 575.5124,"LMGP03010286, LMGP03010103, LMGP03010560, LMGP03010531, LMGP03010485, LMGP03010179, LMGP03010128, LMGP03010877, LMGP03010891, LMGP03010976, LMGP03010756, LMGP03010901, LMGP03010066, LMGP03010232, LMGP03010881","PS(17:2(9Z,12Z)/17:0), PS(14:0/20:2(11Z,14Z)), PS(20:2(11Z,14Z)/14:0), PS(20:1(11Z)/14:1(9Z)), PS(19:1(9Z)/15:1(9Z)), PS(15:1(9Z)/19:1(9Z)), PS(14:1(9Z)/20:1(11Z)), PS(18:2(9Z,12Z)/16:0), PS(17:1(9Z)/17:1(9Z)), PS(16:0/18:2(9Z,12Z)), PS(22:2(13Z,16Z)/12:0), PS(16:1(9Z)/18:1(9Z)), PS(12:0/22:2(13Z,16Z)), PS(17:0/17:2(9Z,12Z)), PS(18:1(9Z)/16:1(9Z))"
PS(34:3),758.4968,573.4968,PS,758.4968 -> 573.4968,"LMGP03010905, LMGP03010372, LMGP03010954, LMGP03010287, LMGP03010900, LMGP03010346, LMGP03010104, LMGP03010129, LMGP03010257, LMGP03010561, LMGP03010591, LMGP03010969","PS(16:0/18:3(6Z,9Z,12Z)), PS(18:3(6Z,9Z,12Z)/16:0), PS(18:3(9Z,12Z,15Z)/16:0), PS(17:2(9Z,12Z)/17:1(9Z)), PS(16:1(9Z)/18:2(9Z,12Z)), PS(18:2(9Z,12Z)/16:1(9Z)), PS(14:0/20:3(8Z,11Z,14Z)), PS(14:1(9Z)/20:2(11Z,14Z)), PS(17:1(9Z)/17:2(9Z,12Z)), PS(20:2(11Z,14Z)/14:1(9Z)), PS(20:3(8Z,11Z,14Z)/14:0), PS(16:0/18:3(9Z,12Z,15Z))"
PS(34:4),756.4811,571.4811,PS,756.4811 -> 571.4811,"LMGP03010130, LMGP03010890, LMGP03010212, LMGP03010373, LMGP03010431, LMGP03010403, LMGP03010787, LMGP03010923, LMGP03010067, LMGP03010213, LMGP03010592, LMGP03010622, LMGP03010904","PS(14:1(9Z)/20:3(8Z,11Z,14Z)), PS(17:2(9Z,12Z)/17:2(9Z,12Z)), PS(16:1(9Z)/18:3(6Z,9Z,12Z)), PS(18:3(6Z,9Z,12Z)/16:1(9Z)), PS(18:4(6Z,9Z,12Z,15Z)/16:0), PS(18:3(9Z,12Z,15Z)/16:1(9Z)), PS(22:4(7Z,10Z,13Z,16Z)/12:0), PS(14:0/20:4(5Z,8Z,11Z,14Z)), PS(12:0/22:4(7Z,10Z,13Z,16Z)), PS(16:1(9Z)/18:3(9Z,12Z,15Z)), PS(20:3(8Z,11Z,14Z)/14:1(9Z)), PS(20:4(5Z,8Z,11Z,14Z)/14:0), PS(16:0/18:4(6Z,9Z,12Z,15Z))"
PS(34:5),754.4655,569.4655,PS,754.4655 -> 569.4655,"LMGP03010432, LMGP03010131, LMGP03010922, LMGP03010899, LMGP03010623, LMGP03010650","PS(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PS(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PS(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PS(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PS(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)"
PS(34:6),752.4498,567.4498,PS,752.4498 -> 567.4498,"LMGP03010937, LMGP03010817, LMGP03010651, LMGP03010132","PS(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0), PS(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z)), PS(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
PS(36:0),792.575,607.575,PS,792.575 -> 607.575,"LMGP03010678, LMGP03010911, LMGP03010036, LMGP03010848, LMGP03010864, LMGP03010237, LMGP03010035, LMGP03010921, LMGP03010459","PS(21:0/15:0), PS(15:0/21:0), PS(18:0/18:0), PS(22:0/14:0), PS(20:0/16:0), PS(17:0/19:0), PS(16:0/20:0), PS(14:0/22:0), PS(19:0/17:0)"
PS(36:1),790.5594,605.5594,PS,790.5594 -> 605.5594,"LMGP03010034, LMGP03010186, LMGP03010216, LMGP03010727, LMGP03010264, LMGP03010025, LMGP03010134, LMGP03010514, LMGP03010488, LMGP03010702, LMGP03010534, LMGP03010679, LMGP03010967, LMGP03010106, LMGP03010238, LMGP03010460","PS(18:1(9Z)/18:0), PS(15:1(9Z)/21:0), PS(16:1(9Z)/20:0), PS(22:1(11Z)/14:0), PS(17:1(9Z)/19:0), PS(18:0/18:1(9Z)), PS(14:1(9Z)/22:0), PS(20:0/16:1(9Z)), PS(19:1(9Z)/17:0), PS(22:0/14:1(9Z)), PS(20:1(11Z)/16:0), PS(21:0/15:1(9Z)), PS(16:0/20:1(11Z)), PS(14:0/22:1(11Z)), PS(17:0/19:1(9Z)), PS(19:0/17:1(9Z))"
PS(36:2),788.5437,603.5437,PS,788.5437 -> 603.5437,"LMGP03010217, LMGP03010461, LMGP03010107, LMGP03010876, LMGP03010265, LMGP03010535, LMGP03010489, LMGP03010728, LMGP03010197, LMGP03010294, LMGP03010030, LMGP03010564, LMGP03010031, LMGP03010135, LMGP03010758","PS(16:1(9Z)/20:1(11Z)), PS(19:0/17:2(9Z,12Z)), PS(14:0/22:2(13Z,16Z)), PS(18:2(9Z,12Z)/18:0), PS(17:1(9Z)/19:1(9Z)), PS(20:1(11Z)/16:1(9Z)), PS(19:1(9Z)/17:1(9Z)), PS(22:1(11Z)/14:1(9Z)), PS(16:0/20:2(11Z,14Z)), PS(17:2(9Z,12Z)/19:0), PS(18:1(9Z)/18:1(9Z)), PS(20:2(11Z,14Z)/16:0), PS(18:0/18:2(9Z,12Z)), PS(14:1(9Z)/22:1(11Z)), PS(22:2(13Z,16Z)/14:0)"
PS(36:3),786.5281,601.5281,PS,786.5281 -> 601.5281,"LMGP03010316, LMGP03010759, LMGP03010350, LMGP03010490, LMGP03010136, LMGP03010407, LMGP03010903, LMGP03010218, LMGP03010958, LMGP03010315, LMGP03010295, LMGP03010377, LMGP03010565, LMGP03010595","PS(18:0/18:3(9Z,12Z,15Z)), PS(22:2(13Z,16Z)/14:1(9Z)), PS(18:2(9Z,12Z)/18:1(9Z)), PS(19:1(9Z)/17:2(9Z,12Z)), PS(14:1(9Z)/22:2(13Z,16Z)), PS(18:3(9Z,12Z,15Z)/18:0), PS(16:0/20:3(8Z,11Z,14Z)), PS(16:1(9Z)/20:2(11Z,14Z)), PS(18:1(9Z)/18:2(9Z,12Z)), PS(18:0/18:3(6Z,9Z,12Z)), PS(17:2(9Z,12Z)/19:1(9Z)), PS(18:3(6Z,9Z,12Z)/18:0), PS(20:2(11Z,14Z)/16:1(9Z)), PS(20:3(8Z,11Z,14Z)/16:0)"
PS(36:4),784.5124,599.5124,PS,784.5124 -> 599.5124,"LMGP03010108, LMGP03010596, LMGP03010436, LMGP03010378, LMGP03010789, LMGP03010023, LMGP03010330, LMGP03010880, LMGP03010874, LMGP03010859, LMGP03010038, LMGP03010219, LMGP03010886","PS(14:0/22:4(7Z,10Z,13Z,16Z)), PS(20:3(8Z,11Z,14Z)/16:1(9Z)), PS(18:4(6Z,9Z,12Z,15Z)/18:0), PS(18:3(6Z,9Z,12Z)/18:1(9Z)), PS(22:4(7Z,10Z,13Z,16Z)/14:0), PS(18:2(9Z,12Z)/18:2(9Z,12Z)), PS(18:1(9Z)/18:3(6Z,9Z,12Z)), PS(18:1(9Z)/18:3(9Z,12Z,15Z)), PS(18:3(9Z,12Z,15Z)/18:1(9Z)), PS(20:4(5Z,8Z,11Z,14Z)/16:0), PS(16:0/20:4(5Z,8Z,11Z,14Z)), PS(16:1(9Z)/20:3(8Z,11Z,14Z)), PS(18:0/18:4(6Z,9Z,12Z,15Z))"
PS(36:5),782.4968,597.4968,PS,782.4968 -> 597.4968,"LMGP03010331, LMGP03010352, LMGP03010379, LMGP03010351, LMGP03010408, LMGP03010437, LMGP03010137, LMGP03010626, LMGP03010654, LMGP03010790, LMGP03010898, LMGP03010902","PS(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PS(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)), PS(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)), PS(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)), PS(18:4(6Z,9Z,12Z,15Z)/18:1(9Z)), PS(14:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PS(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)), PS(20:5(5Z,8Z,11Z,14Z,17Z)/16:0), PS(22:4(7Z,10Z,13Z,16Z)/14:1(9Z)), PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PS(16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
PS(36:6),780.4811,595.4811,PS,780.4811 -> 595.4811,"LMGP03010819, LMGP03010409, LMGP03010220, LMGP03010353, LMGP03010380, LMGP03010974, LMGP03010381, LMGP03010438, LMGP03010655, LMGP03010920","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0), PS(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PS(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PS(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)), PS(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)), PS(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z)), PS(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)), PS(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PS(36:7),778.4655,593.4655,PS,778.4655 -> 593.4655,"LMGP03010440, LMGP03010410, LMGP03010439, LMGP03010382, LMGP03010820, LMGP03010138","PS(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), PS(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)), PS(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PS(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z)), PS(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PS(36:8),776.5801,591.5801,PS,776.5801 -> 591.5801,LMGP03010441,"PS(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"
PS(38:0),820.6063,635.6063,PS,820.6063 -> 635.6063,"LMGP03010705, LMGP03010682, LMGP03010243, LMGP03010966, LMGP03010952, LMGP03010962, LMGP03010868","PS(22:0/16:0), PS(21:0/17:0), PS(17:0/21:0), PS(16:0/22:0), PS(20:0/18:0), PS(18:0/20:0), PS(19:0/19:0)"
PS(38:1),818.5907,633.5907,PS,818.5907 -> 633.5907,"LMGP03010272, LMGP03010731, LMGP03010467, LMGP03010199, LMGP03010957, LMGP03010706, LMGP03010961, LMGP03010951, LMGP03010497, LMGP03010539, LMGP03010683, LMGP03010222","PS(17:1(9Z)/21:0), PS(22:1(11Z)/16:0), PS(19:0/19:1(9Z)), PS(16:0/22:1(11Z)), PS(18:1(9Z)/20:0), PS(22:0/16:1(9Z)), PS(18:0/20:1(11Z)), PS(20:0/18:1(9Z)), PS(19:1(9Z)/19:0), PS(20:1(11Z)/18:0), PS(21:0/17:1(9Z)), PS(16:1(9Z)/22:0)"
PS(38:2),816.575,631.575,PS,816.575 -> 631.575,"LMGP03010732, LMGP03010960, LMGP03010223, LMGP03010762, LMGP03010684, LMGP03010498, LMGP03010356, LMGP03010540, LMGP03010950, LMGP03010956, LMGP03010200, LMGP03010569, LMGP03010302","PS(22:1(11Z)/16:1(9Z)), PS(18:0/20:2(11Z,14Z)), PS(16:1(9Z)/22:1(11Z)), PS(22:2(13Z,16Z)/16:0), PS(21:0/17:2(9Z,12Z)), PS(19:1(9Z)/19:1(9Z)), PS(18:2(9Z,12Z)/20:0), PS(20:1(11Z)/18:1(9Z)), PS(20:0/18:2(9Z,12Z)), PS(18:1(9Z)/20:1(11Z)), PS(16:0/22:2(13Z,16Z)), PS(20:2(11Z,14Z)/18:0), PS(17:2(9Z,12Z)/21:0)"
PS(38:3),814.5594,629.5594,PS,814.5594 -> 629.5594,"LMGP03010885, LMGP03010763, LMGP03010519, LMGP03010385, LMGP03010357, LMGP03010413, LMGP03010518, LMGP03010224, LMGP03010541, LMGP03010334, LMGP03010570, LMGP03010600","PS(18:0/20:3(8Z,11Z,14Z)), PS(22:2(13Z,16Z)/16:1(9Z)), PS(20:0/18:3(9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/20:0), PS(18:2(9Z,12Z)/20:1(11Z)), PS(18:3(9Z,12Z,15Z)/20:0), PS(20:0/18:3(6Z,9Z,12Z)), PS(16:1(9Z)/22:2(13Z,16Z)), PS(20:1(11Z)/18:2(9Z,12Z)), PS(18:1(9Z)/20:2(11Z,14Z)), PS(20:2(11Z,14Z)/18:1(9Z)), PS(20:3(8Z,11Z,14Z)/18:0)"
PS(38:4),812.5437,627.5437,PS,812.5437 -> 627.5437,"LMGP03010358, LMGP03010335, LMGP03010571, LMGP03010386, LMGP03010793, LMGP03010444, LMGP03010414, LMGP03010542, LMGP03010039, LMGP03010543, LMGP03010601, LMGP03010630, LMGP03010949, LMGP03010965","PS(18:2(9Z,12Z)/20:2(11Z,14Z)), PS(18:1(9Z)/20:3(8Z,11Z,14Z)), PS(20:2(11Z,14Z)/18:2(9Z,12Z)), PS(18:3(6Z,9Z,12Z)/20:1(11Z)), PS(22:4(7Z,10Z,13Z,16Z)/16:0), PS(18:4(6Z,9Z,12Z,15Z)/20:0), PS(18:3(9Z,12Z,15Z)/20:1(11Z)), PS(20:1(11Z)/18:3(6Z,9Z,12Z)), PS(18:0/20:4(5Z,8Z,11Z,14Z)), PS(20:1(11Z)/18:3(9Z,12Z,15Z)), PS(20:3(8Z,11Z,14Z)/18:1(9Z)), PS(20:4(5Z,8Z,11Z,14Z)/18:0), PS(20:0/18:4(6Z,9Z,12Z,15Z)), PS(16:0/22:4(7Z,10Z,13Z,16Z))"
